season,week,home,away,vs,market,model,edge,side,won,clv,pnl
2022,3,Western Carolina,Presbyterian,close,-39.0,-3.6,35.4,AWAY,0,,-1.0
2022,3,Wisconsin,New Mexico State,open,-37.0,-25.0,12.0,AWAY,0,0.5,-1.0
2022,3,Wisconsin,New Mexico State,close,-37.5,-25.0,12.5,AWAY,0,,-1.0
2022,3,Northern Illinois,Vanderbilt,open,-1.5,-6.8,5.3,HOME,0,-1.0,-1.0
2022,3,Northern Illinois,Vanderbilt,close,-2.5,-6.8,4.3,HOME,0,,-1.0
2022,3,Georgia Tech,Ole Miss,open,14.5,9.3,5.2,HOME,0,2.5,-1.0
2022,3,Georgia Tech,Ole Miss,close,17.0,9.3,7.7,HOME,0,,-1.0
2022,3,App State,Troy,open,-13.0,-10.5,2.5,AWAY,1,1.0,0.909
2022,3,App State,Troy,close,-14.0,-10.5,3.5,AWAY,1,,0.909
2022,3,Alabama,UL Monroe,open,-50.0,-24.8,25.2,AWAY,0,-0.5,-1.0
2022,3,Alabama,UL Monroe,close,-49.5,-24.8,24.7,AWAY,0,,-1.0
2022,3,Boise State,UT Martin,close,-24.5,-6.2,18.3,AWAY,1,,0.909
2022,3,Houston,Kansas,open,-10.5,-14.5,4.0,HOME,0,2.0,-1.0
2022,3,Houston,Kansas,close,-8.5,-14.5,6.0,HOME,0,,-1.0
2022,3,Wagner,St. Francis (PA),close,17.0,-1.3,18.3,HOME,0,,-1.0
2022,3,Northern Arizona,North Dakota,close,6.0,-2.9,8.9,HOME,1,,0.909
2022,3,Southern,Texas Southern,close,7.0,-5.2,12.2,HOME,0,,-1.0
2022,3,Bowling Green,Marshall,open,18.5,10.3,8.2,HOME,1,-1.5,0.909
2022,3,Bowling Green,Marshall,close,17.0,10.3,6.7,HOME,1,,0.909
2022,3,Northern Iowa,Sacramento State,close,-2.5,-0.1,2.4,AWAY,1,,0.909
2022,3,Washington State,Colorado State,open,-16.5,-9.9,6.6,AWAY,0,0.5,-1.0
2022,3,Washington State,Colorado State,close,-17.0,-9.9,7.1,AWAY,0,,-1.0
2022,3,Wake Forest,Liberty,open,-17.0,-5.3,11.7,AWAY,1,0.5,0.909
2022,3,Wake Forest,Liberty,close,-17.5,-5.3,12.2,AWAY,1,,0.909
2022,3,LSU,Mississippi State,open,2.5,0.8,1.7,HOME,1,0.5,0.909
2022,3,LSU,Mississippi State,close,3.0,0.8,2.2,HOME,1,,0.909
2022,3,East Carolina,Campbell,close,-32.5,-3.6,28.9,AWAY,0,,-1.0
2022,3,Chattanooga,North Alabama,close,-20.5,-3.6,16.9,AWAY,0,,-1.0
2022,3,Mercer,The Citadel,close,-18.5,-3.8,14.7,AWAY,1,,0.909
2022,3,New Hampshire,North Carolina Central,close,-13.5,-1.2,12.3,AWAY,1,,0.909
2022,3,Elon,Gardner-Webb,close,-13.5,-1.6,11.9,AWAY,1,,0.909
2022,3,Duke,North Carolina A&T,close,-30.5,-0.0,30.5,AWAY,1,,0.909
2022,3,Eastern Kentucky,Charleston Southern,close,-18.0,-3.9,14.1,AWAY,0,,-1.0
2022,3,Tennessee Tech,Samford,close,16.0,-0.7,16.7,HOME,1,,0.909
2022,3,Georgia State,Charlotte,open,-19.5,-12.1,7.4,AWAY,1,-0.0,0.909
2022,3,Georgia State,Charlotte,close,-19.5,-12.1,7.4,AWAY,1,,0.909
2022,3,NC State,Texas Tech,open,-10.0,-5.3,4.7,AWAY,0,0.5,-1.0
2022,3,NC State,Texas Tech,close,-10.5,-5.3,5.2,AWAY,0,,-1.0
2022,3,Tennessee,Akron,open,-47.5,-23.6,23.9,AWAY,0,-0.0,-1.0
2022,3,Tennessee,Akron,close,-47.5,-23.6,23.9,AWAY,0,,-1.0
2022,3,Ohio State,Toledo,open,-31.5,-12.5,19.0,AWAY,0,-0.5,-1.0
2022,3,Ohio State,Toledo,close,-31.0,-12.5,18.5,AWAY,0,,-1.0
2022,3,Memphis,Arkansas State,open,-13.5,-10.5,3.0,AWAY,1,1.0,0.909
2022,3,Memphis,Arkansas State,close,-14.5,-10.5,4.0,AWAY,1,,0.909
2022,3,South Dakota State,Butler,close,-51.5,-1.1,50.4,AWAY,1,,0.909
2022,3,Prairie View A&M,Incarnate Word,close,19.0,-0.6,19.6,HOME,1,,0.909
2022,3,Arkansas,Missouri State,close,-26.0,-9.3,16.7,AWAY,1,,0.909
2022,3,Oklahoma State,Arkansas-Pine Bluff,close,-54.5,-10.5,44.0,AWAY,0,,-1.0
2022,3,Middle Tennessee,Tennessee State,close,-19.5,-1.4,18.1,AWAY,0,,-1.0
2022,3,Tulsa,Jacksonville State,close,-12.0,-1.1,10.9,AWAY,0,,-1.0
2022,3,Lamar,Northern Colorado,close,3.0,-2.9,5.9,HOME,0,,-1.0
2022,3,Southern Miss,Northwestern State,close,-32.5,1.3,33.8,AWAY,0,,-1.0
2022,3,SE Louisiana,Central Connecticut,close,-21.5,-2.8,18.7,AWAY,0,,-1.0
2022,3,Maryland,SMU,open,-2.5,-0.4,2.1,AWAY,0,-0.0,-1.0
2022,3,Maryland,SMU,close,-2.5,-0.4,2.1,AWAY,0,,-1.0
2022,3,Iowa,Nevada,open,-21.5,-6.4,15.1,AWAY,0,2.5,-1.0
2022,3,Iowa,Nevada,close,-24.0,-6.4,17.6,AWAY,0,,-1.0
2022,3,Illinois State,Eastern Illinois,close,-15.5,-3.6,11.9,AWAY,0,,-1.0
2022,3,Boston College,Maine,close,-31.0,-4.3,26.7,AWAY,1,,0.909
2022,3,Washington,Michigan State,open,-1.0,2.1,3.1,AWAY,0,2.5,-1.0
2022,3,Washington,Michigan State,close,-3.5,2.1,5.6,AWAY,0,,-1.0
2022,3,Western Michigan,Pittsburgh,open,10.0,5.8,4.2,HOME,0,0.0,-1.0
2022,3,Western Michigan,Pittsburgh,close,10.0,5.8,4.2,HOME,0,,-1.0
2022,3,Florida,South Florida,open,-24.5,-13.3,11.2,AWAY,1,-1.0,0.909
2022,3,Florida,South Florida,close,-23.5,-13.3,10.2,AWAY,1,,0.909
2022,3,Rice,Louisiana,open,11.5,13.5,2.0,AWAY,0,-0.0,-1.0
2022,3,Rice,Louisiana,close,11.5,13.5,2.0,AWAY,0,,-1.0
2022,3,East Tennessee State,Furman,close,-2.5,-3.1,0.6,HOME,0,,-1.0
2022,3,Florida Atlantic,UCF,open,9.5,0.6,8.9,HOME,0,-2.0,-1.0
2022,3,Florida Atlantic,UCF,close,7.5,0.6,6.9,HOME,0,,-1.0
2022,3,Texas,UTSA,open,-13.5,-4.4,9.1,AWAY,0,-0.5,-1.0
2022,3,Texas,UTSA,close,-13.0,-4.4,8.6,AWAY,0,,-1.0
2022,3,Oregon State,Montana State,close,-16.5,-5.8,10.7,AWAY,0,,-1.0
2022,3,Clemson,Louisiana Tech,open,-32.0,-18.7,13.3,AWAY,1,1.5,0.909
2022,3,Clemson,Louisiana Tech,close,-33.5,-18.7,14.8,AWAY,1,,0.909
2022,3,McNeese,Alcorn State,close,-7.0,-1.2,5.8,AWAY,1,,0.909
2022,3,New Mexico,UTEP,open,3.5,0.7,2.8,HOME,1,-1.5,0.909
2022,3,New Mexico,UTEP,close,2.0,0.7,1.3,HOME,1,,0.909
2022,3,Texas A&M,Miami,open,-6.0,-6.3,0.3,HOME,1,-0.5,0.909
2022,3,Texas A&M,Miami,close,-6.5,-6.3,0.2,AWAY,0,,-1.0
2022,3,UC Davis,San Diego,close,-24.0,-0.3,23.7,AWAY,0,,-1.0
2022,3,Utah,San Diego State,open,-21.0,-7.7,13.3,AWAY,0,1.5,-1.0
2022,3,Utah,San Diego State,close,-22.5,-7.7,14.8,AWAY,0,,-1.0
2022,3,USC,Fresno State,open,-13.0,2.3,15.3,AWAY,0,-1.5,-1.0
2022,3,USC,Fresno State,close,-11.5,2.3,13.8,AWAY,0,,-1.0
2022,3,Arizona,North Dakota State,close,3.0,5.6,2.6,AWAY,0,,-1.0
2022,3,Arizona State,Eastern Michigan,open,-19.5,-13.3,6.2,AWAY,1,1.0,0.909
2022,3,Arizona State,Eastern Michigan,close,-20.5,-13.3,7.2,AWAY,1,,0.909
2022,4,Virginia Tech,West Virginia,open,3.0,-3.8,6.8,HOME,0,-1.0,-1.0
2022,4,Virginia Tech,West Virginia,close,2.0,-3.8,5.8,HOME,0,,-1.0
2022,4,Georgia State,Coastal Carolina,open,1.5,5.0,3.5,AWAY,1,-1.0,0.909
2022,4,Georgia State,Coastal Carolina,close,2.5,5.0,2.5,AWAY,1,,0.909
2022,4,Illinois,Chattanooga,close,-20.0,-2.8,17.2,AWAY,0,,-1.0
2022,4,Syracuse,Virginia,open,-9.5,-3.0,6.5,AWAY,1,-0.0,0.909
2022,4,Syracuse,Virginia,close,-9.5,-3.0,6.5,AWAY,1,,0.909
2022,4,Air Force,Nevada,open,-25.0,-7.9,17.1,AWAY,0,-1.0,-1.0
2022,4,Air Force,Nevada,close,-24.0,-7.9,16.1,AWAY,0,,-1.0
2022,4,UTEP,Boise State,open,15.5,8.3,7.2,HOME,1,1.0,0.909
2022,4,UTEP,Boise State,close,16.5,8.3,8.2,HOME,1,,0.909
2022,4,SMU,TCU,open,0.0,-6.7,6.7,HOME,0,2.5,-1.0
2022,4,SMU,TCU,close,2.5,-6.7,9.2,HOME,0,,-1.0
2022,4,Michigan,Maryland,open,-17.5,-10.4,7.1,AWAY,1,-0.5,0.909
2022,4,Michigan,Maryland,close,-17.0,-10.4,6.6,AWAY,1,,0.909
2022,4,Eastern Michigan,Buffalo,open,-4.5,-4.9,0.4,HOME,0,-2.0,-1.0
2022,4,Eastern Michigan,Buffalo,close,-6.5,-4.9,1.6,AWAY,1,,0.909
2022,4,Robert Morris,East Tennessee State,close,16.0,-1.1,17.1,HOME,0,,-1.0
2022,4,Auburn,Missouri,open,-6.5,-5.1,1.4,AWAY,1,1.0,0.909
2022,4,Auburn,Missouri,close,-7.5,-5.1,2.4,AWAY,1,,0.909
2022,4,Charleston Southern,Furman,close,16.0,2.3,13.7,HOME,1,,0.909
2022,4,Mississippi State,Bowling Green,open,-29.0,-15.0,14.0,AWAY,0,2.0,-1.0
2022,4,Louisville,South Florida,open,-13.0,-10.4,2.6,AWAY,0,2.5,-1.0
2022,4,Louisville,South Florida,close,-15.5,-10.4,5.1,AWAY,0,,-1.0
2022,4,Penn State,Central Michigan,open,-26.0,-12.6,13.4,AWAY,1,2.0,0.909
2022,4,Penn State,Central Michigan,close,-28.0,-12.6,15.4,AWAY,1,,0.909
2022,4,Pittsburgh,Rhode Island,close,-32.5,-10.7,21.8,AWAY,1,,0.909
2022,4,Kansas,Duke,open,-9.0,-1.3,7.7,AWAY,1,-2.0,0.909
2022,4,Kansas,Duke,close,-7.0,-1.3,5.7,AWAY,0,,-1.0
2022,4,Iowa State,Baylor,open,-1.0,-2.6,1.6,HOME,0,-1.5,-1.0
2022,4,Iowa State,Baylor,close,-2.5,-2.6,0.1,HOME,0,,-1.0
2022,4,Georgia,Kent State,open,-42.0,-24.3,17.7,AWAY,1,3.0,0.909
2022,4,Georgia,Kent State,close,-45.0,-24.3,20.7,AWAY,1,,0.909
2022,4,Wake Forest,Clemson,open,7.0,2.5,4.5,HOME,1,0.5,0.909
2022,4,Wake Forest,Clemson,close,7.5,2.5,5.0,HOME,1,,0.909
2022,4,Georgetown,Columbia,close,10.5,-0.6,11.1,HOME,0,,-1.0
2022,4,Brown,Harvard,close,16.5,-2.4,18.9,HOME,1,,0.909
2022,4,Valparaiso,San Diego,close,7.5,-1.4,8.9,HOME,1,,0.909
2022,4,Pennsylvania,Lafayette,close,-11.5,-5.9,5.6,AWAY,0,,-1.0
2022,4,Colgate,Holy Cross,close,20.5,1.7,18.8,HOME,0,,-1.0
2022,4,Stetson,Morehead State,close,2.5,-4.0,6.5,HOME,1,,0.909
2022,4,Delaware State,Merrimack,close,6.0,-3.0,9.0,HOME,0,,-1.0
2022,4,Bethune-Cookman,Grambling,close,-2.5,-1.5,1.0,AWAY,0,,-1.0
2022,4,Colorado,UCLA,open,21.0,11.4,9.6,HOME,0,1.0,-1.0
2022,4,Colorado,UCLA,close,22.0,11.4,10.6,HOME,0,,-1.0
2022,4,Drake,Marist,close,-7.0,-2.8,4.2,AWAY,1,,0.909
2022,4,South Dakota,North Dakota State,close,16.5,0.7,15.8,HOME,0,,-1.0
2022,4,Norfolk State,St. Francis (PA),close,9.5,0.5,9.0,HOME,0,,-1.0
2022,4,Richmond,Stony Brook,close,-14.5,-7.1,7.4,AWAY,0,,-1.0
2022,4,Cornell,Yale,close,9.0,-4.3,13.3,HOME,0,,-1.0
2022,4,Jackson State,Mississippi Valley State,close,-40.0,-8.9,31.1,AWAY,0,,-1.0
2022,4,Ohio,Fordham,close,-16.5,5.6,22.1,AWAY,1,,0.909
2022,4,Temple,Massachusetts,open,-9.5,-7.5,2.0,AWAY,0,0.5,-1.0
2022,4,Temple,Massachusetts,close,-10.0,-7.5,2.5,AWAY,0,,-1.0
2022,4,Southeast Missouri State,Central Arkansas,close,-4.0,-4.0,0.0,HOME,1,,0.909
2022,4,Missouri State,South Dakota State,close,2.0,-1.8,3.8,HOME,0,,-1.0
2022,4,Princeton,Lehigh,close,-24.0,-7.0,17.0,AWAY,1,,0.909
2022,4,Samford,Western Carolina,close,-3.5,-1.6,1.9,AWAY,0,,-1.0
2022,4,Southern Illinois,North Dakota,close,-4.0,-1.7,2.3,AWAY,0,,-1.0
2022,4,Northern Colorado,Idaho State,close,-3.5,-5.3,1.8,HOME,1,,0.909
2022,4,San Diego State,Toledo,open,0.0,-0.8,0.8,HOME,1,3.0,0.909
2022,4,San Diego State,Toledo,close,3.0,-0.8,3.8,HOME,1,,0.909
2022,4,Villanova,Monmouth,close,-10.5,-2.6,7.9,AWAY,1,,0.909
2022,4,Tennessee,Florida,open,-9.5,-8.4,1.1,AWAY,1,1.5,0.909
2022,4,Tennessee,Florida,close,-11.0,-8.4,2.6,AWAY,1,,0.909
2022,4,UTSA,Texas Southern,close,-42.0,-5.8,36.2,AWAY,1,,0.909
2022,4,Miami,Middle Tennessee,open,-26.0,-10.2,15.8,AWAY,1,-0.5,0.909
2022,4,Miami,Middle Tennessee,close,-25.5,-10.2,15.3,AWAY,1,,0.909
2022,4,App State,James Madison,open,-9.0,-5.0,4.0,AWAY,1,-2.5,0.909
2022,4,App State,James Madison,close,-6.5,-5.0,1.5,AWAY,1,,0.909
2022,4,Cincinnati,Indiana,open,-14.0,-16.3,2.3,HOME,1,-2.5,0.909
2022,4,Cincinnati,Indiana,close,-16.5,-16.3,0.2,AWAY,0,,-1.0
2022,4,Michigan State,Minnesota,open,-2.0,0.4,2.4,AWAY,1,-5.0,0.909
2022,4,Michigan State,Minnesota,close,3.0,0.4,2.6,HOME,0,,-1.0
2022,4,North Carolina,Notre Dame,open,1.0,0.1,0.9,HOME,0,-3.5,-1.0
2022,4,North Carolina,Notre Dame,close,-2.5,0.1,2.6,AWAY,1,,0.909
2022,4,Memphis,North Texas,open,-12.5,-6.9,5.6,AWAY,1,-0.0,0.909
2022,4,Memphis,North Texas,close,-12.5,-6.9,5.6,AWAY,1,,0.909
2022,4,UAlbany,Central Connecticut,close,-17.0,-5.2,11.8,AWAY,0,,-1.0
2022,4,William & Mary,Elon,close,-6.5,-4.7,1.8,AWAY,1,,0.909
2022,4,Texas Tech,Texas,open,4.5,-2.0,6.5,HOME,1,2.5,0.909
2022,4,Texas Tech,Texas,close,7.0,-2.0,9.0,HOME,1,,0.909
2022,4,Western Kentucky,Florida International,open,-27.5,-21.6,5.9,AWAY,0,3.5,-1.0
2022,4,Western Kentucky,Florida International,close,-31.0,-21.6,9.4,AWAY,0,,-1.0
2022,4,Eastern Washington,Montana State,close,6.0,-0.3,6.3,HOME,1,,0.909
2022,4,Towson,New Hampshire,close,6.0,-1.8,7.8,HOME,0,,-1.0
2022,4,Northern Arizona,Idaho,close,-2.5,-1.1,1.4,AWAY,1,,0.909
2022,4,Nicholls,Jacksonville State,close,9.0,4.6,4.4,HOME,0,,-1.0
2022,4,Montana,Portland State,close,-22.5,-8.1,14.4,AWAY,0,,-1.0
2022,4,Western Illinois,Northern Iowa,close,16.5,-2.5,19.0,HOME,0,,-1.0
2022,4,Austin Peay,Eastern Kentucky,close,-1.5,-6.3,4.8,HOME,1,,0.909
2022,4,Ole Miss,Tulsa,open,-20.5,-8.5,12.0,AWAY,1,0.5,0.909
2022,4,Ole Miss,Tulsa,close,-21.0,-8.5,12.5,AWAY,1,,0.909
2022,4,Washington State,Oregon,open,6.0,-1.2,7.2,HOME,1,0.5,0.909
2022,4,Washington State,Oregon,close,6.5,-1.2,7.7,HOME,1,,0.909
2022,4,Colorado State,Sacramento State,close,4.5,3.8,0.7,HOME,0,,-1.0
2022,4,UCF,Georgia Tech,open,-18.0,-11.6,6.4,AWAY,1,3.0,0.909
2022,4,UCF,Georgia Tech,close,-21.0,-11.6,9.4,AWAY,1,,0.909
2022,4,Northwestern State,Lamar,close,2.0,0.0,2.0,HOME,1,,0.909
2022,4,Murray State,Eastern Illinois,close,-4.5,-1.1,3.4,AWAY,1,,0.909
2022,4,California,Arizona,open,-4.0,-9.9,5.9,HOME,1,0.5,0.909
2022,4,California,Arizona,close,-3.5,-9.9,6.4,HOME,1,,0.909
2022,4,Florida A&M,Alabama A&M,close,-10.0,-4.3,5.7,AWAY,0,,-1.0
2022,4,Georgia Southern,Ball State,open,-8.5,-2.6,5.9,AWAY,0,1.0,-1.0
2022,4,Georgia Southern,Ball State,close,-9.5,-2.6,6.9,AWAY,0,,-1.0
2022,4,Liberty,Akron,open,-27.5,-18.4,9.1,AWAY,1,-1.0,0.909
2022,4,Liberty,Akron,close,-26.5,-18.4,8.1,AWAY,1,,0.909
2022,4,Houston,Rice,open,-17.0,-14.8,2.2,AWAY,1,0.5,0.909
2022,4,Houston,Rice,close,-17.5,-14.8,2.7,AWAY,1,,0.909
2022,4,East Carolina,Navy,open,-17.5,-11.2,6.3,AWAY,1,-1.0,0.909
2022,4,East Carolina,Navy,close,-16.5,-11.2,5.3,AWAY,1,,0.909
2022,4,Delaware,Hampton,close,-24.5,-3.9,20.6,AWAY,0,,-1.0
2022,4,Old Dominion,Arkansas State,open,-3.5,-6.2,2.7,HOME,0,-1.5,-1.0
2022,4,Old Dominion,Arkansas State,close,-5.0,-6.2,1.2,HOME,0,,-1.0
2022,4,Gardner-Webb,Mercer,close,7.0,-2.9,9.9,HOME,0,,-1.0
2022,4,Alabama State,Prairie View A&M,close,6.5,-2.6,9.1,HOME,0,,-1.0
2022,4,Presbyterian,Davidson,close,30.0,1.9,28.1,HOME,0,,-1.0
2022,4,Kentucky,Northern Illinois,open,-25.0,-15.8,9.2,AWAY,1,1.5,0.909
2022,4,Kentucky,Northern Illinois,close,-26.5,-15.8,10.7,AWAY,1,,0.909
2022,4,Troy,Marshall,open,4.0,4.4,0.4,AWAY,0,0.5,-1.0
2022,4,Troy,Marshall,close,3.5,4.4,0.9,AWAY,0,,-1.0
2022,4,Texas State,Houston Christian,close,-26.5,5.9,32.4,AWAY,0,,-1.0
2022,4,North Carolina A&T,South Carolina State,close,-2.5,1.4,3.9,AWAY,0,,-1.0
2022,4,South Alabama,Louisiana Tech,open,-12.5,-7.9,4.6,AWAY,0,0.5,-1.0
2022,4,South Alabama,Louisiana Tech,close,-13.0,-7.9,5.1,AWAY,0,,-1.0
2022,4,Texas A&M,Arkansas,close,-1.5,-5.5,4.0,HOME,1,,0.909
2022,4,Utah State,UNLV,open,3.0,-3.0,6.0,HOME,0,0.0,-1.0
2022,4,Utah State,UNLV,close,3.0,-3.0,6.0,HOME,0,,-1.0
2022,4,Alcorn State,Arkansas-Pine Bluff,close,-18.5,-0.7,17.8,AWAY,1,,0.909
2022,4,UT Martin,Lindenwood,close,-27.5,-0.6,26.9,AWAY,0,,-1.0
2022,4,North Alabama,Tarleton State,close,-2.0,-1.9,0.1,AWAY,1,,0.909
2022,4,Tulane,Southern Miss,open,-11.5,-9.5,2.0,AWAY,1,-0.0,0.909
2022,4,Tulane,Southern Miss,close,-11.5,-9.5,2.0,AWAY,1,,0.909
2022,4,Rutgers,Iowa,open,7.0,3.9,3.1,HOME,0,0.5,-1.0
2022,4,Rutgers,Iowa,close,7.5,3.9,3.6,HOME,0,,-1.0
2022,4,Ohio State,Wisconsin,open,-18.0,-8.2,9.8,AWAY,0,0.5,-1.0
2022,4,Ohio State,Wisconsin,close,-18.5,-8.2,10.3,AWAY,0,,-1.0
2022,4,Purdue,Florida Atlantic,open,-19.5,-10.0,9.5,AWAY,1,-3.0,0.909
2022,4,Purdue,Florida Atlantic,close,-16.5,-10.0,6.5,AWAY,1,,0.909
2022,4,South Carolina,Charlotte,open,-23.0,-13.3,9.7,AWAY,0,0.5,-1.0
2022,4,South Carolina,Charlotte,close,-23.5,-13.3,10.2,AWAY,0,,-1.0
2022,4,Northwestern,Miami (OH),open,-6.5,3.2,9.7,AWAY,1,1.0,0.909
2022,4,Northwestern,Miami (OH),close,-7.5,3.2,10.7,AWAY,1,,0.909
2022,4,NC State,UConn,open,-39.5,-23.5,16.0,AWAY,1,-1.0,0.909
2022,4,NC State,UConn,close,-38.5,-23.5,15.0,AWAY,1,,0.909
2022,4,LSU,New Mexico,open,-29.0,-14.0,15.0,AWAY,0,2.5,-1.0
2022,4,LSU,New Mexico,close,-31.5,-14.0,17.5,AWAY,0,,-1.0
2022,4,Alabama,Vanderbilt,open,-40.0,-22.2,17.8,AWAY,0,0.5,-1.0
2022,4,Alabama,Vanderbilt,close,-40.5,-22.2,18.3,AWAY,0,,-1.0
2022,4,New Mexico State,Hawai'i,open,-2.0,5.3,7.3,AWAY,0,2.5,-1.0
2022,4,New Mexico State,Hawai'i,close,-4.5,5.3,9.8,AWAY,0,,-1.0
2022,4,Oklahoma,Kansas State,open,-13.0,-5.8,7.2,AWAY,1,0.5,0.909
2022,4,Oklahoma,Kansas State,close,-13.5,-5.8,7.7,AWAY,1,,0.909
2022,4,UL Monroe,Louisiana,open,10.5,10.8,0.3,AWAY,0,1.0,-1.0
2022,4,UL Monroe,Louisiana,close,9.5,10.8,1.3,AWAY,0,,-1.0
2022,4,Florida State,Boston College,open,-16.5,-7.4,9.1,AWAY,0,2.0,-1.0
2022,4,Florida State,Boston College,close,-18.5,-7.4,11.1,AWAY,0,,-1.0
2022,4,Oregon State,USC,open,7.0,-6.6,13.6,HOME,1,-1.5,0.909
2022,4,Oregon State,USC,close,5.5,-6.6,12.1,HOME,1,,0.909
2022,4,UC Davis,Weber State,close,3.0,1.2,1.8,HOME,0,,-1.0
2022,4,BYU,Wyoming,open,-21.0,-6.8,14.2,AWAY,1,0.5,0.909
2022,4,BYU,Wyoming,close,-21.5,-6.8,14.7,AWAY,1,,0.909
2022,4,Washington,Stanford,open,-11.5,-9.6,1.9,AWAY,0,2.5,-1.0
2022,4,Washington,Stanford,close,-14.0,-9.6,4.4,AWAY,0,,-1.0
2022,4,Arizona State,Utah,open,16.0,2.3,13.7,HOME,0,0.5,-1.0
2022,4,Arizona State,Utah,close,16.5,2.3,14.2,HOME,0,,-1.0
2022,4,San José State,Western Michigan,open,-3.5,-3.1,0.4,AWAY,0,3.0,-1.0
2022,4,San José State,Western Michigan,close,-6.5,-3.1,3.4,AWAY,0,,-1.0
2022,5,South Carolina,South Carolina State,close,-40.5,-5.8,34.7,AWAY,1,,0.909
2022,5,BYU,Utah State,open,-24.0,-11.4,12.6,AWAY,1,2.0,0.909
2022,5,BYU,Utah State,close,-26.0,-11.4,14.6,AWAY,1,,0.909
2022,5,Houston,Tulane,open,-3.0,-5.0,2.0,HOME,0,-2.5,-1.0
2022,5,Houston,Tulane,close,-5.5,-5.0,0.5,AWAY,1,,0.909
2022,5,Middle Tennessee,UTSA,open,6.0,0.3,5.7,HOME,0,-1.5,-1.0
2022,5,Middle Tennessee,UTSA,close,4.5,0.3,4.2,HOME,0,,-1.0
2022,5,Boise State,San Diego State,open,-5.5,-4.0,1.5,AWAY,0,0.5,-1.0
2022,5,Boise State,San Diego State,close,-6.0,-4.0,2.0,AWAY,0,,-1.0
2022,5,UCLA,Washington,open,3.0,-6.3,9.3,HOME,1,-0.5,0.909
2022,5,UCLA,Washington,close,2.5,-6.3,8.8,HOME,1,,0.909
2022,5,Dartmouth,Pennsylvania,close,-14.0,-2.6,11.4,AWAY,1,,0.909
2022,5,UNLV,New Mexico,open,-16.0,-7.9,8.1,AWAY,1,-2.0,0.909
2022,5,UNLV,New Mexico,close,-14.0,-7.9,6.1,AWAY,1,,0.909
2022,5,Boston College,Louisville,open,16.0,2.1,13.9,HOME,1,-2.5,0.909
2022,5,Boston College,Louisville,close,13.5,2.1,11.4,HOME,1,,0.909
2022,5,TCU,Oklahoma,open,5.0,4.6,0.4,HOME,1,0.0,0.909
2022,5,TCU,Oklahoma,close,5.0,4.6,0.4,HOME,1,,0.909
2022,5,Yale,Howard,close,-21.5,-3.6,17.9,AWAY,1,,0.909
2022,5,Lehigh,Monmouth,close,17.0,1.8,15.2,HOME,0,,-1.0
2022,5,Marist,St. Thomas (MN),close,9.0,1.8,7.2,HOME,0,,-1.0
2022,5,Air Force,Navy,open,-16.0,-14.4,1.6,AWAY,1,-2.0,0.909
2022,5,Air Force,Navy,close,-14.0,-14.4,0.4,HOME,0,,-1.0
2022,5,Memphis,Temple,open,-20.5,-11.5,9.0,AWAY,0,-2.0,-1.0
2022,5,Memphis,Temple,close,-18.5,-11.5,7.0,AWAY,0,,-1.0
2022,5,Ole Miss,Kentucky,open,-6.0,-3.4,2.6,AWAY,1,0.5,0.909
2022,5,Ole Miss,Kentucky,close,-6.5,-3.4,3.1,AWAY,1,,0.909
2022,5,Iowa,Michigan,open,10.0,2.9,7.1,HOME,0,0.5,-1.0
2022,5,Iowa,Michigan,close,10.5,2.9,7.6,HOME,0,,-1.0
2022,5,St. Francis (PA),Central Connecticut,close,-18.5,-8.3,10.2,AWAY,0,,-1.0
2022,5,Wisconsin,Illinois,open,-8.5,-6.0,2.5,AWAY,1,-2.0,0.909
2022,5,Wisconsin,Illinois,close,-6.5,-6.0,0.5,AWAY,1,,0.909
2022,5,Campbell,North Carolina Central,close,-5.5,3.2,8.7,AWAY,0,,-1.0
2022,5,Army,Georgia State,open,-9.5,-8.0,1.5,AWAY,1,-1.0,0.909
2022,5,Army,Georgia State,close,-8.5,-8.0,0.5,AWAY,1,,0.909
2022,5,Kansas State,Texas Tech,open,-7.5,-5.9,1.6,AWAY,0,-0.0,-1.0
2022,5,Kansas State,Texas Tech,close,-7.5,-5.9,1.6,AWAY,0,,-1.0
2022,5,Minnesota,Purdue,open,-10.0,-8.0,2.0,AWAY,1,-0.5,0.909
2022,5,Minnesota,Purdue,close,-9.5,-8.0,1.5,AWAY,1,,0.909
2022,5,Davidson,Butler,close,-21.5,-5.9,15.6,AWAY,0,,-1.0
2022,5,Colgate,Cornell,close,-4.0,-0.5,3.5,AWAY,1,,0.909
2022,5,Sacred Heart,Norfolk State,close,-13.5,-6.4,7.1,AWAY,0,,-1.0
2022,5,Merrimack,Long Island University,close,-13.0,-8.0,5.0,AWAY,1,,0.909
2022,5,Dayton,Drake,close,-16.0,-6.7,9.3,AWAY,1,,0.909
2022,5,Maine,Villanova,close,8.5,1.2,7.3,HOME,0,,-1.0
2022,5,Morehead State,Presbyterian,close,-17.5,-5.2,12.3,AWAY,1,,0.909
2022,5,North Dakota,Missouri State,close,5.5,-1.1,6.6,HOME,1,,0.909
2022,5,Harvard,Holy Cross,close,6.5,0.3,6.2,HOME,0,,-1.0
2022,5,Columbia,Princeton,close,4.0,-4.0,8.0,HOME,0,,-1.0
2022,5,Fordham,Georgetown,close,-24.0,-5.1,18.9,AWAY,1,,0.909
